Python;Java;C++;JavaScript;C#;PHP;Ruby;Swift;Go;Rust;Others;Software_Development_Experience;Database_Management;Networking_Skills;Web_Development_Experience;Communication_Skills;Problem_Solving_Abilities;Teamwork_Collaboration;Time_Management;Adaptability;Career_Goals
9;2;4;0;1;3;8;1;9;7;6;9;2;4;0;8;1;5;3;3;Database Administrator
9;6;6;1;4;2;3;9;0;3;3;9;0;8;8;0;3;7;3;8;Systems Analyst
2;9;6;7;4;7;5;7;1;3;8;3;8;4;8;1;8;7;6;5;Systems Analyst
6;4;2;6;2;5;2;4;6;0;8;2;0;6;8;5;6;6;4;5;Computer and Information Systems Manager
5;3;4;6;8;3;4;3;4;0;8;2;0;3;1;4;4;4;8;0;Game Developer
2;8;7;7;0;5;4;6;8;2;5;9;1;9;0;6;4;5;7;9;Computer Programmer
1;7;2;3;6;9;8;3;4;8;1;2;7;3;4;3;5;4;1;3;Computer Science Teacher
5;2;8;9;9;6;9;5;1;0;9;5;3;8;4;0;9;5;1;4;Computer Systems Analyst
3;0;2;3;5;7;6;4;6;9;1;1;0;0;3;2;0;6;5;7;Blockchain Developer
6;3;8;4;9;4;5;7;1;8;2;6;5;1;6;9;5;7;3;9;Software Developer
6;6;1;4;9;3;2;5;3;5;3;6;4;7;5;1;0;9;4;8;Network Engineer
5;7;0;7;9;3;9;5;1;4;6;9;4;8;4;0;2;3;8;9;Business Intelligence Analyst
8;9;8;3;1;8;5;6;6;7;3;5;3;0;0;9;8;9;8;8;DevOps Engineer
3;9;6;3;7;6;2;1;8;4;2;2;2;3;2;2;7;8;7;8;Computer Network Architect
8;9;1;3;7;7;9;5;8;3;3;3;6;2;0;2;0;8;9;5;Computer Programmer
3;9;1;8;7;1;0;8;8;3;1;7;9;8;6;6;4;7;6;0;Computer Systems Analyst
4;5;1;8;5;2;8;4;4;3;9;3;0;2;2;0;2;4;4;7;Research Scientist
1;6;2;2;9;1;7;1;1;3;8;0;7;7;8;7;3;5;1;4;Network Administrator
8;2;0;1;9;4;4;7;5;9;9;1;6;7;2;2;7;3;8;3;Full Stack Developer
8;8;2;4;7;1;5;1;8;3;2;0;3;6;3;5;9;9;4;1;Blockchain Developer
9;1;9;4;8;0;4;5;9;9;5;9;6;6;4;9;1;8;6;2;Business Intelligence Analyst
2;1;4;8;0;2;9;9;1;8;7;5;3;4;4;5;9;3;8;8;Software Developer
2;5;5;2;4;9;4;9;7;5;0;3;8;8;4;2;4;7;9;1;Research Scientist
2;1;9;4;3;6;5;2;7;3;6;3;1;3;6;9;6;8;5;2;Web Developer
2;2;3;4;6;4;6;8;3;2;7;0;5;5;0;5;4;6;2;1;Software Developer
4;4;0;2;9;3;0;9;2;3;1;2;2;9;0;3;6;2;5;7;Network Engineer
0;5;2;4;9;2;6;4;6;0;9;7;6;1;5;9;4;0;8;8;Research Scientist
4;5;7;9;3;1;7;3;6;6;0;1;6;9;5;8;9;0;1;9;Quality Assurance Engineer
7;6;7;3;1;8;3;8;8;9;1;4;4;9;3;2;7;0;7;8;Systems Analyst
6;2;0;0;2;9;0;3;7;1;5;2;4;9;5;7;2;0;4;1;Computer Programmer
9;7;9;3;2;6;8;2;8;4;8;9;1;2;5;6;4;0;4;6;Computer Systems Manager
3;7;1;8;0;5;0;2;6;6;8;1;0;8;9;9;9;9;1;7;Front End Developer
7;9;9;9;7;0;7;1;0;8;2;6;3;2;9;4;9;7;8;2;IT Project Manager
6;5;2;4;3;6;5;2;6;7;9;1;1;2;8;3;6;2;2;1;Software Engineer
9;3;7;0;1;6;0;1;7;5;6;6;4;7;1;7;1;8;6;7;Front End Developer
7;6;4;2;0;0;6;6;6;4;9;8;7;6;8;5;3;1;2;7;DevOps Engineer
4;5;9;2;7;1;0;4;8;9;2;7;1;9;4;3;3;9;4;6;Systems Analyst
8;4;1;9;0;2;9;2;9;7;8;8;0;9;0;1;4;6;4;4;Cybersecurity Analyst
4;8;6;0;9;4;0;5;4;5;3;6;5;6;6;9;8;0;5;1;Network Administrator
5;1;1;0;7;8;1;9;7;1;5;6;0;3;0;6;4;2;3;6;Computer and Information Research Scientist
4;7;5;1;5;7;0;2;5;8;8;8;8;2;9;7;4;4;7;3;Full Stack Developer
9;9;7;7;2;3;6;8;8;5;3;8;3;7;8;1;4;9;8;4;Web Developer
4;2;0;1;7;1;5;3;4;9;6;8;1;3;5;7;5;9;8;0;Blockchain Developer
6;8;9;3;3;6;7;0;7;5;5;5;2;4;3;9;3;1;6;9;Web Developer
2;5;3;8;9;1;5;1;4;8;4;9;2;1;8;4;4;1;5;0;Systems Analyst
6;2;5;2;0;0;0;6;5;9;8;7;9;4;9;7;2;6;9;4;Database Administrator
7;1;9;0;8;9;7;0;2;8;4;6;8;7;5;0;9;2;1;0;Database Administrator
2;1;6;2;5;7;6;7;9;2;6;9;5;5;8;4;1;1;3;7;Network Engineer
7;3;9;6;1;8;4;5;4;6;0;5;2;1;8;2;8;7;8;0;Network Engineer
9;8;5;4;4;0;8;1;6;3;0;7;2;6;8;9;7;6;2;0;Cybersecurity Analyst
0;4;5;0;1;8;0;3;0;3;9;2;2;2;9;5;0;0;7;3;Database Administrator
9;9;6;7;0;7;7;9;3;0;7;5;9;9;6;3;0;4;4;7;Cloud Architect
0;2;5;1;1;9;8;0;6;1;8;6;3;1;8;4;6;0;7;5;Game Developer
0;2;7;0;2;8;4;6;4;7;5;2;2;8;2;8;1;3;0;8;Network Engineer
7;9;8;9;6;4;9;2;0;4;6;7;9;2;7;9;8;4;5;7;Computer and Information Systems Manager
8;8;5;6;8;4;5;9;1;0;1;7;5;8;5;2;6;2;0;5;Software Tester
4;5;7;9;1;7;8;9;6;6;3;0;0;9;2;4;3;0;7;4;Software Developer
6;8;1;8;0;0;2;5;7;8;8;6;0;6;5;9;4;6;8;5;Software Tester
1;2;2;4;4;9;3;9;2;5;5;7;8;1;2;0;3;4;6;5;Software Engineer
5;5;4;2;6;3;5;4;8;6;1;5;0;7;8;8;7;4;4;5;Technical Writer
7;9;5;1;0;4;6;4;5;1;5;3;7;0;1;6;9;7;0;3;Research Scientist
9;3;0;7;4;2;7;2;4;7;3;8;3;1;1;4;8;3;0;2;Software Tester
3;8;2;6;8;9;1;1;0;7;6;3;9;5;4;2;5;0;0;8;UI/UX Designer
3;2;3;2;3;7;4;9;0;1;7;9;9;3;4;9;1;1;5;4;Network Engineer
8;5;0;5;9;4;7;2;5;3;0;8;6;0;1;4;5;1;2;7;IT Project Manager
2;8;4;8;8;7;5;4;9;9;3;7;1;7;2;9;9;5;3;7;IT Sales Professional
7;3;4;2;0;1;1;9;4;4;9;9;5;9;5;2;5;3;2;5;Back End Developer
2;4;3;7;9;9;2;5;9;9;1;9;7;2;3;6;1;1;6;7;Blockchain Developer
8;1;3;4;3;9;4;4;5;6;5;0;6;1;4;8;4;5;8;0;Web Developer
7;9;2;9;9;1;7;7;2;2;2;0;9;4;1;5;2;3;0;7;Front End Developer
6;5;6;3;6;1;4;9;5;4;6;4;0;9;5;7;9;7;7;7;Software Tester
2;3;0;7;2;3;2;4;1;9;7;1;5;3;3;0;5;4;5;7;Computer Science Teacher
8;3;6;2;7;3;1;4;4;9;1;6;7;9;1;1;5;9;6;3;Back End Developer
2;5;4;0;9;5;4;0;1;4;5;1;9;2;8;2;7;3;5;7;Technical Support Engineer
4;0;9;0;4;1;6;4;5;3;1;1;0;3;0;7;6;1;4;4;Technical Support Engineer
8;7;6;9;5;3;6;5;9;9;7;9;1;6;1;6;5;9;7;9;Computer Network Architect
7;8;2;1;9;8;2;8;6;7;5;1;4;2;7;8;9;1;5;7;Computer Systems Analyst
3;4;0;5;1;0;6;1;2;9;6;8;4;5;8;1;8;8;8;5;Software Engineer
6;2;4;8;4;7;8;6;8;6;6;9;1;3;5;4;6;1;1;8;Systems Analyst
6;5;2;6;9;8;5;9;5;6;3;4;3;1;2;1;9;9;7;0;IT Sales Professional
8;4;1;8;8;9;6;0;7;8;4;7;6;7;7;2;8;0;4;4;Software Developer
4;5;1;1;1;7;7;6;1;9;7;2;3;5;6;5;3;5;3;0;Database Administrator
4;0;2;8;6;6;9;6;5;3;0;3;7;3;8;1;9;0;8;9;Quality Assurance Engineer
4;8;1;6;4;0;5;8;3;6;1;9;0;5;8;5;2;6;7;7;Network Engineer
2;9;5;8;0;7;6;4;7;8;6;0;9;5;7;5;2;5;7;6;UI/UX Designer
6;1;1;3;2;5;9;8;2;7;4;6;3;8;8;6;9;2;1;5;UI/UX Designer
9;9;0;4;7;3;5;4;2;4;6;1;8;0;5;9;3;4;0;1;Mobile App Developer
2;6;7;4;6;3;5;2;7;7;3;9;0;4;2;0;6;1;2;3;DevOps Engineer
6;7;8;6;6;1;8;1;4;3;4;5;6;3;1;7;9;2;2;1;Cloud Architect
8;0;3;6;5;1;1;0;3;6;7;9;7;3;2;7;6;5;7;1;Systems Analyst
6;0;1;1;3;0;3;2;7;1;8;2;7;8;3;3;6;6;1;2;Embedded Systems Engineer
9;8;0;9;9;2;7;5;8;5;3;1;0;2;0;3;8;7;7;7;Quality Assurance Engineer
5;8;7;4;5;6;1;6;5;7;3;5;0;9;9;5;3;1;2;2;Computer Systems Analyst
6;4;6;2;3;6;9;7;5;7;6;9;3;3;2;1;8;8;6;6;Software Developer
3;6;4;2;7;3;6;5;4;9;0;7;4;3;5;4;9;5;6;7;Technical Writer
5;4;9;9;8;7;3;8;0;2;0;9;2;2;8;8;2;6;6;1;Software Developer
3;0;5;9;0;6;0;1;2;4;7;9;5;0;4;4;9;8;7;7;IT Project Manager
6;0;8;4;9;7;9;3;3;5;3;1;4;6;6;6;5;3;7;1;Computer Programmer
9;2;5;5;5;1;0;8;7;2;9;3;8;4;7;8;0;1;8;2;Computer Science Teacher
4;2;2;8;0;4;5;0;6;8;9;6;6;6;7;4;4;8;3;2;IT Project Manager
5;3;2;6;8;6;5;6;2;3;7;4;7;3;5;2;1;7;9;8;Computer Systems Analyst
8;2;3;0;5;2;9;3;0;1;4;4;5;6;7;4;9;2;3;5;IT Consultant
7;7;0;0;5;6;8;3;0;6;6;4;0;9;1;9;1;9;4;8;Computer Systems Analyst
6;4;8;4;4;9;5;0;7;3;2;7;6;3;7;6;4;6;5;3;Mobile App Developer
9;7;5;4;0;8;2;5;3;6;4;8;0;3;3;8;3;9;6;2;IT Support Specialist
9;5;5;5;5;3;4;0;5;5;4;9;8;1;8;0;1;0;0;6;Computer and Information Research Scientist
3;4;0;2;9;7;1;2;5;5;4;8;6;6;1;3;5;1;9;3;Mobile App Developer
2;8;7;0;0;2;0;9;1;4;1;8;4;1;6;0;1;4;4;3;Game Developer
2;5;7;2;7;4;7;9;9;9;5;0;4;9;6;7;4;9;8;1;Software Engineer
5;6;5;1;6;2;6;4;8;2;1;8;3;4;9;2;7;8;0;0;Back End Developer
4;5;5;2;7;4;6;6;8;8;4;1;0;2;4;4;3;6;6;1;Computer Science Teacher
8;3;2;8;2;3;3;7;0;9;9;9;0;6;9;5;1;9;9;6;IT Project Manager
2;1;5;8;6;5;0;0;6;0;4;5;6;7;3;8;9;9;0;5;Computer and Information Systems Manager
1;6;0;8;3;7;3;8;7;2;1;8;2;2;6;5;8;6;3;9;Systems Analyst
1;9;1;0;0;2;5;2;2;3;4;6;6;2;8;7;3;5;7;2;Full Stack Developer
9;9;3;3;8;4;0;3;0;3;2;5;7;9;2;0;6;1;2;8;Computer Programmer
9;8;1;3;6;4;1;9;3;3;3;9;8;0;0;6;0;4;6;4;Systems Analyst
9;4;9;8;3;6;0;2;6;3;1;9;6;4;0;5;8;2;8;3;Data Scientist
5;2;1;9;0;1;6;5;6;1;4;6;0;3;0;1;9;2;0;2;IT Project Manager
6;8;9;5;1;0;4;9;7;1;1;3;4;3;0;0;4;7;5;0;IT Consultant
9;7;2;4;5;0;7;5;1;1;4;6;0;8;1;3;5;4;3;3;Digital Marketing Specialist
6;0;9;7;3;4;1;1;2;5;2;3;2;6;1;0;1;2;8;6;Computer and Information Systems Manager
5;0;0;5;8;1;4;6;1;6;3;4;5;0;1;5;0;8;2;7;IT Project Manager
0;3;3;1;5;9;8;6;0;4;9;6;3;1;2;4;5;8;8;5;Computer and Information Systems Manager
5;9;6;4;5;5;8;8;9;9;2;7;8;6;1;8;3;4;8;2;Systems Analyst
6;8;1;4;4;4;5;5;8;5;0;6;0;0;2;9;2;8;4;1;Cybersecurity Analyst
8;9;6;1;5;4;6;4;1;9;2;3;8;7;2;1;4;2;5;3;Quality Assurance Engineer
9;4;1;7;5;8;4;8;4;0;1;9;2;7;7;8;3;1;9;5;Computer Hardware Engineer
2;6;7;5;2;2;5;4;1;0;6;6;0;5;9;0;2;9;7;1;Technical Writer
0;9;0;1;2;0;0;1;8;3;8;0;1;6;5;5;3;1;0;5;Cybersecurity Analyst
5;2;7;1;3;0;2;1;0;5;7;0;3;6;0;5;4;6;1;4;Technical Writer
8;3;7;3;4;7;0;1;6;6;3;6;7;5;2;8;6;6;7;4;Game Developer
2;2;9;2;4;0;1;3;9;0;3;3;0;2;5;6;9;2;1;3;Cybersecurity Analyst
7;8;7;3;5;9;5;0;0;6;8;4;1;3;4;9;6;4;9;7;Full Stack Developer
8;3;9;0;8;5;7;3;6;1;0;2;9;1;2;5;5;4;5;6;UI/UX Designer
3;2;4;4;0;9;7;0;2;1;7;7;9;2;5;1;6;4;8;1;IT Support Specialist
7;7;4;5;2;9;9;8;1;9;9;6;4;7;6;2;0;0;8;4;IT Consultant
2;2;4;9;6;1;0;1;6;5;1;9;2;4;9;0;4;1;3;5;Blockchain Developer
9;5;1;0;2;3;7;3;0;7;9;5;4;2;3;4;3;8;1;3;Business Intelligence Analyst
6;0;0;7;1;0;8;9;1;6;1;2;7;8;5;9;5;4;2;6;Software Developer
2;9;0;2;3;2;8;7;3;9;1;7;3;5;6;4;3;4;2;9;Back End Developer
4;7;6;9;0;0;5;1;6;9;4;7;2;8;1;6;6;4;2;5;Blockchain Developer
4;5;3;9;6;1;9;7;6;2;3;4;2;8;3;7;3;8;0;9;Software Tester
6;9;1;6;7;4;1;3;7;7;5;3;1;8;4;6;8;1;0;4;Digital Marketing Specialist
8;3;4;4;6;9;9;5;6;1;7;1;9;7;3;3;4;4;7;4;IT Support Specialist
6;2;4;9;3;4;5;7;7;6;7;1;7;0;4;1;0;5;4;2;Software Tester
2;6;0;9;9;7;3;9;9;3;3;0;7;2;1;1;2;3;3;6;Computer Hardware Engineer
3;8;9;2;4;4;5;7;4;9;6;2;4;2;1;3;1;0;7;6;Technical Support Engineer
7;0;7;4;2;7;7;5;1;9;5;6;9;4;3;5;7;8;0;0;Technical Writer
5;0;3;8;9;4;3;1;2;0;5;3;3;2;2;1;1;4;3;9;Network Engineer
5;8;0;1;7;8;5;5;2;6;1;9;7;7;8;0;3;9;2;0;Full Stack Developer
2;6;1;5;6;4;9;1;7;2;3;9;4;6;4;8;0;5;5;6;Computer and Information Research Scientist
9;4;2;0;0;4;4;0;1;6;1;6;7;8;5;0;8;9;9;2;IT Consultant
6;2;7;8;7;8;4;9;6;1;6;0;5;0;5;7;7;0;7;7;Software Tester
5;2;3;7;9;9;8;1;8;9;3;2;5;9;4;6;3;6;3;7;Computer Programmer
3;3;3;8;3;6;3;1;1;7;3;6;2;9;5;4;3;2;3;0;IT Sales Professional
7;1;7;3;4;1;2;8;2;3;5;3;1;7;7;0;9;4;4;4;Data Scientist
2;9;3;2;0;2;9;5;1;7;0;9;6;5;8;1;2;9;8;3;Technical Support Engineer
1;4;8;2;1;2;0;0;3;2;0;2;0;2;9;8;3;9;7;4;Cybersecurity Analyst
7;4;9;0;1;7;4;1;0;3;0;8;1;3;8;0;4;7;5;0;IT Support Specialist
8;3;6;4;4;5;6;4;4;0;5;0;8;6;9;1;8;9;3;8;Full Stack Developer
7;1;9;2;6;1;5;3;1;0;4;9;4;0;1;1;8;8;5;9;Full Stack Developer
6;3;6;0;6;5;4;7;6;1;1;8;0;6;9;0;0;0;5;0;Front End Developer
5;7;4;2;0;1;0;1;3;9;5;3;1;1;2;7;8;4;8;3;UI/UX Designer
6;4;9;4;3;4;4;5;9;1;2;0;6;7;2;8;0;1;1;4;Computer Science Teacher
4;1;5;2;0;1;1;4;1;5;1;5;5;7;5;8;6;0;8;7;IT Consultant
7;5;4;4;4;9;9;7;7;1;4;7;5;1;6;0;0;0;4;5;Computer Systems Analyst
2;8;2;0;2;5;7;1;7;7;1;7;3;3;4;2;7;3;1;8;IT Consultant
6;5;0;4;7;9;6;4;9;4;4;6;3;2;0;1;6;5;4;1;Game Developer
2;7;9;9;8;6;8;8;4;1;7;1;2;2;1;1;6;8;6;2;IT Support Specialist
0;7;4;0;9;7;5;8;0;7;1;5;1;1;4;0;8;4;4;8;IT Support Specialist
8;6;3;8;8;2;5;6;8;1;5;4;7;3;0;7;8;4;0;4;Network Engineer
8;3;9;6;2;0;3;7;5;5;6;7;1;1;8;6;4;3;5;5;Artificial Intelligence Engineer
9;5;6;3;4;4;2;2;3;9;1;2;5;4;6;6;0;9;0;3;IT Project Manager
5;7;9;9;3;7;7;3;3;7;6;6;3;5;6;4;0;6;3;8;DevOps Engineer
7;1;8;6;7;2;7;9;1;2;0;6;9;3;5;2;7;5;7;5;Computer Science Teacher
0;3;4;4;8;4;5;4;2;9;3;5;4;4;0;6;2;2;2;8;Software Engineer
1;2;7;3;2;0;9;7;9;1;1;0;2;5;3;0;9;7;8;1;Computer and Information Systems Manager
4;7;9;0;1;5;5;1;5;9;3;3;6;9;8;0;9;5;9;8;IT Project Manager
9;0;6;6;7;3;8;9;4;8;9;0;2;1;5;3;8;2;3;2;Computer and Information Systems Manager
5;3;5;6;9;4;7;3;5;2;5;8;8;3;3;4;3;8;6;2;Computer and Information Systems Manager
1;6;2;8;4;3;0;2;2;4;7;8;4;8;4;9;4;4;5;0;Computer Systems Analyst
3;8;0;0;3;8;0;9;1;9;9;9;5;1;6;6;8;0;0;7;DevOps Engineer
1;2;3;4;4;8;8;2;5;2;7;4;8;0;7;5;7;2;5;1;Artificial Intelligence Engineer
8;2;1;7;6;9;0;9;4;6;3;2;2;1;7;5;6;9;9;8;IT Support Specialist
6;4;8;7;8;8;4;1;6;1;5;3;9;7;5;4;5;6;1;5;Software Developer
4;9;5;2;3;3;2;8;1;9;6;8;5;3;0;3;8;7;4;2;Systems Analyst
2;2;3;0;3;6;0;2;9;2;3;2;7;9;1;9;0;2;1;1;Database Administrator
7;3;0;3;2;7;2;2;6;0;3;3;6;1;1;4;9;1;5;4;IT Consultant
7;9;2;9;6;8;8;9;2;9;7;2;0;0;3;9;5;8;5;3;Software Developer
7;3;4;8;0;2;7;3;6;8;1;9;5;3;3;1;8;6;3;3;Back End Developer
4;9;4;1;3;0;1;6;1;0;1;2;2;8;3;6;4;1;9;8;Computer and Information Research Scientist
0;4;5;7;3;8;4;5;3;8;9;5;2;5;0;4;5;6;9;4;Computer and Information Systems Manager
3;6;7;8;8;2;2;1;9;8;9;8;1;7;8;7;5;0;2;1;Computer Programmer
9;8;0;2;7;2;3;4;2;3;7;1;3;4;0;6;5;6;8;5;Technical Support Engineer
4;1;0;1;4;8;8;7;5;0;8;5;2;2;6;0;8;3;7;1;Database Administrator
0;7;2;8;7;3;4;9;7;7;1;9;0;0;8;3;3;3;1;7;Blockchain Developer
3;2;9;4;7;9;6;3;3;1;6;6;5;7;5;4;0;0;5;6;Embedded Systems Engineer
7;3;7;8;5;6;4;5;7;1;4;0;9;7;6;3;9;0;2;2;Cybersecurity Analyst
2;5;4;1;1;4;1;3;5;3;6;9;9;1;5;6;2;3;1;5;DevOps Engineer
2;9;4;3;5;9;6;2;2;2;1;6;8;7;0;5;4;2;9;9;Cloud Architect
2;9;5;7;7;4;4;1;1;7;1;0;1;8;0;4;4;3;0;7;Computer Systems Analyst
1;7;4;5;4;7;5;6;6;5;6;5;3;0;9;8;6;7;0;6;Software Tester
2;6;5;8;6;9;1;2;3;9;0;2;7;2;7;5;8;0;1;5;Database Administrator
5;6;0;5;5;1;4;6;2;5;3;3;0;1;1;4;6;7;9;7;Systems Analyst
6;9;9;7;4;6;1;8;7;6;3;8;1;2;1;2;5;4;6;3;Digital Marketing Specialist
4;8;0;7;6;2;3;3;3;9;3;4;3;6;0;0;1;5;0;0;Network Engineer
1;7;7;6;4;3;0;8;8;3;9;1;8;1;1;0;4;0;7;5;Computer Network Architect
8;1;6;5;9;7;5;0;6;8;6;6;2;0;7;5;8;3;3;9;Front End Developer
8;5;5;4;0;1;4;7;5;2;5;7;8;2;7;2;9;4;5;0;Network Engineer
4;5;6;1;7;9;7;9;6;7;2;8;9;6;8;7;9;8;3;5;Machine Learning Engineer
9;9;2;3;7;1;7;2;7;3;1;7;4;5;0;7;4;7;0;7;Machine Learning Engineer
2;6;7;8;0;2;3;6;7;2;1;9;8;8;2;4;3;7;4;4;Blockchain Developer
6;9;1;1;3;1;5;5;4;7;7;9;5;9;3;8;1;6;4;5;Machine Learning Engineer
2;3;9;4;3;9;5;7;7;2;6;1;5;6;5;9;8;0;1;0;Quality Assurance Engineer
9;0;5;9;3;4;0;8;5;6;1;0;7;0;6;9;7;2;5;0;Blockchain Developer
5;6;2;0;3;1;5;5;4;0;5;8;9;6;8;8;0;8;3;7;Research Scientist
2;5;2;9;1;0;8;2;3;7;4;4;0;5;4;2;4;4;9;1;Mobile App Developer
0;4;3;8;4;6;2;0;2;4;2;5;4;0;5;4;8;7;6;6;Computer Hardware Engineer
8;0;6;6;9;8;5;9;7;9;0;1;1;8;6;1;3;9;4;6;IT Sales Professional
2;1;5;1;0;1;5;5;4;6;5;1;4;4;9;4;6;8;1;6;DevOps Engineer
5;4;8;1;0;4;4;4;9;4;6;2;4;8;0;8;5;2;2;6;Data Scientist
5;1;5;8;0;5;3;8;8;2;7;5;9;5;4;5;5;8;3;0;Machine Learning Engineer
8;6;8;2;6;5;9;3;0;1;0;4;1;3;0;0;1;6;1;1;Front End Developer
4;7;6;8;9;0;5;8;6;5;8;1;6;9;8;5;5;4;7;8;Game Developer
7;3;8;0;4;7;3;6;5;9;6;5;9;5;2;1;2;1;8;3;Computer Systems Analyst
9;2;1;8;3;3;3;8;0;0;3;3;5;0;3;7;7;2;2;3;Database Administrator
8;9;9;0;2;2;9;8;6;3;0;3;9;7;1;4;6;0;2;7;DevOps Engineer
0;7;0;9;3;0;1;6;4;3;5;8;0;2;0;1;1;9;1;8;Digital Marketing Specialist
9;3;7;3;5;0;5;4;7;4;3;3;0;7;0;0;0;8;4;6;Computer Systems Analyst
7;1;8;3;7;5;4;3;7;9;9;4;4;1;6;1;5;0;4;5;Cloud Architect
2;4;9;9;8;7;3;5;1;1;6;5;4;7;2;8;0;3;1;7;IT Project Manager
1;1;3;0;3;1;0;5;5;8;6;1;3;8;2;2;9;0;4;0;Machine Learning Engineer
4;5;9;0;5;7;4;2;0;2;5;1;0;9;2;2;7;5;4;1;Computer and Information Systems Manager
0;2;0;6;4;3;1;3;8;4;9;7;9;8;4;3;3;3;7;8;Computer Hardware Engineer
9;4;7;4;6;7;5;3;3;8;3;1;5;8;6;2;9;6;6;6;Technical Support Engineer
7;8;5;6;2;9;3;6;4;5;2;4;5;9;3;6;3;7;7;1;Technical Support Engineer
4;6;3;8;9;0;7;8;4;6;9;9;8;7;8;3;8;1;2;8;Artificial Intelligence Engineer
8;4;6;7;1;0;6;0;0;9;1;7;8;3;6;0;5;2;5;5;Back End Developer
2;5;2;4;3;0;9;8;1;8;8;3;4;8;1;2;9;0;7;6;IT Project Manager
5;5;8;0;9;4;7;2;9;6;5;6;5;7;7;9;8;5;0;0;Front End Developer
9;3;3;5;0;8;9;7;0;7;3;9;4;8;3;0;6;0;7;8;Machine Learning Engineer
8;8;9;4;7;3;7;9;2;1;3;9;5;7;2;6;9;9;7;1;Front End Developer
1;6;0;9;2;3;1;6;7;8;5;0;8;1;1;7;2;0;3;2;DevOps Engineer
4;6;1;7;2;4;0;1;8;3;9;5;5;9;5;6;6;4;8;3;Technical Support Engineer
1;3;8;1;0;7;1;0;8;4;4;2;3;4;8;0;0;0;7;3;Computer Programmer
8;7;8;1;4;7;3;7;1;0;1;0;6;8;0;6;6;8;9;0;Cybersecurity Analyst
6;4;5;1;5;5;4;3;7;7;5;9;2;7;2;9;9;7;5;7;Game Developer
8;1;9;0;0;7;6;4;2;1;4;3;1;3;1;2;0;5;4;3;Network Engineer
7;2;2;6;0;5;2;9;2;6;8;5;0;4;6;0;3;3;6;6;Research Scientist
4;0;1;2;5;5;2;1;4;3;3;1;2;6;1;2;6;0;6;1;Computer Systems Manager
9;9;9;1;5;8;1;3;7;5;1;2;5;0;7;1;0;9;5;0;Systems Analyst
2;4;9;1;8;9;0;1;7;3;3;2;1;9;5;8;5;9;2;0;Network Administrator
6;3;4;8;3;4;1;1;2;5;1;0;5;8;9;1;5;4;3;8;IT Sales Professional
2;4;8;2;9;0;6;2;3;8;3;3;6;7;9;4;1;3;8;9;Computer Programmer
5;6;1;8;5;7;2;2;0;9;9;3;7;9;0;3;3;9;4;7;Technical Support Engineer
3;2;1;6;6;6;2;7;0;9;8;3;0;3;4;6;6;3;0;8;Mobile App Developer
1;0;2;8;5;1;2;1;8;8;7;1;9;6;5;3;7;4;8;3;Cloud Architect
8;3;9;3;7;8;2;0;0;4;5;5;9;7;8;1;1;8;0;1;UI/UX Designer
1;1;5;5;1;3;3;1;2;7;9;1;6;0;5;7;3;0;2;2;Artificial Intelligence Engineer
0;3;8;9;5;6;4;3;1;2;0;3;1;2;8;4;6;3;2;3;Systems Analyst
2;0;9;0;1;2;1;7;9;1;6;6;1;0;1;1;7;5;6;3;Machine Learning Engineer
5;9;9;5;1;0;4;8;6;4;9;5;1;2;8;6;8;6;9;3;Software Developer
0;5;0;2;9;4;1;2;7;7;3;8;3;2;6;3;6;4;5;8;Mobile App Developer
4;2;1;7;0;9;7;2;9;8;2;2;6;2;5;2;0;3;0;6;Embedded Systems Engineer
5;8;1;0;8;0;6;5;5;8;6;9;9;7;5;7;4;5;4;4;Computer Systems Manager
9;6;0;0;1;0;9;7;5;2;0;2;6;9;1;5;0;5;5;8;UI/UX Designer
8;3;9;0;3;9;1;2;3;4;8;5;6;9;7;2;6;9;1;8;Business Intelligence Analyst
4;5;3;1;1;7;6;2;9;5;1;3;0;6;1;1;7;8;4;7;Machine Learning Engineer
3;5;9;3;3;3;5;2;3;2;2;4;1;0;9;2;9;4;5;3;Software Developer
7;5;5;9;6;7;9;2;7;5;9;0;9;3;1;8;9;9;6;7;UI/UX Designer
0;4;5;3;7;2;6;6;8;8;5;6;4;2;0;9;7;5;6;5;Quality Assurance Engineer
5;0;2;7;9;2;8;9;0;0;4;0;6;3;7;1;9;8;6;6;Cybersecurity Analyst
8;2;4;3;0;1;4;2;1;7;7;3;5;5;1;1;0;6;0;8;Systems Analyst
4;6;8;3;5;6;8;3;2;4;6;9;2;5;4;9;4;3;2;7;Computer Programmer
3;4;5;0;7;1;6;8;3;4;0;2;5;9;9;3;8;6;4;3;IT Project Manager
5;9;8;7;9;0;3;7;2;2;7;0;8;9;1;0;3;7;4;5;Network Engineer
7;0;3;6;7;4;5;6;5;2;8;7;4;2;2;3;2;6;1;4;Computer and Information Research Scientist
3;4;5;5;5;9;9;3;6;7;6;5;1;4;3;3;2;8;2;3;UI/UX Designer
2;2;9;2;9;5;9;3;3;8;3;0;6;8;9;5;0;9;9;9;Computer Systems Analyst
0;3;0;4;5;4;4;4;5;0;8;5;0;1;3;7;3;3;0;4;IT Sales Professional
0;6;9;8;9;8;3;0;4;1;6;0;9;3;0;2;1;7;8;5;Digital Marketing Specialist
5;0;1;7;6;8;6;5;7;0;4;6;6;6;0;3;4;1;6;4;Computer Science Teacher
